READ_ONLY,GLOBAL_VALUE,DEFAULT_VALUE,SESSION_VALUE,VARIABLE_NAME,VARIABLE_TYPE,VARIABLE_SCOPE,ENUM_VALUE_LIST,VARIABLE_COMMENT,GLOBAL_VALUE_PATH,NUMERIC_MAX_VALUE,NUMERIC_MIN_VALUE,NUMERIC_BLOCK_SIZE,GLOBAL_VALUE_ORIGIN,COMMAND_LINE_ARGUMENT
YES,NULL,NULL,<blank>,PROXY_USER,VARCHAR,SESSION ONLY,NULL,The proxy user account name used when logging in,NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
YES,1,1,NULL,INNODB_AUTOINC_LOCK_MODE,BIGINT,GLOBAL,NULL,The AUTOINC lock modes supported by InnoDB: 0 => Old style AUTOINC locking (for backward compatibility); 1 => New style AUTOINC locking; 2 => No AUTOINC locking (unsafe for SBR),NULL,2,0,0,COMPILE-TIME,REQUIRED
YES,50,50,NULL,PERFORMANCE_SCHEMA_MAX_THREAD_CLASSES,BIGINT UNSIGNED,GLOBAL,NULL,Maximum number of thread instruments.,NULL,256,0,1,COMPILE-TIME,REQUIRED
YES,ib_buffer_pool,ib_buffer_pool,NULL,INNODB_BUFFER_POOL_FILENAME,VARCHAR,GLOBAL,NULL,Filename to/from which to dump/load the InnoDB buffer pool,NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
YES,-1,-1,NULL,PERFORMANCE_SCHEMA_EVENTS_STATEMENTS_HISTORY_SIZE,BIGINT,GLOBAL,NULL,"Number of rows per thread in EVENTS_STATEMENTS_HISTORY. Use 0 to disable, -1 for automated sizing.",NULL,1024,-1,1,COMPILE-TIME,REQUIRED
YES,<blank>,NULL,NULL,GTID_CURRENT_POS,VARCHAR,GLOBAL,NULL,"Current GTID position of the server. Per replication domain, this is either the last GTID replicated by a slave thread, or the GTID logged to the binary log, whichever is most recent.",NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
YES,OFF,OFF,NULL,INNODB_ENCRYPT_LOG,BOOLEAN,GLOBAL,"OFF,ON",Enable redo log encryption,NULL,NULL,NULL,NULL,COMPILE-TIME,OPTIONAL
YES,system,NULL,NULL,VERSION_MALLOC_LIBRARY,VARCHAR,GLOBAL,NULL,Version of the used malloc library,NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
YES,<blank>,NULL,NULL,LOG_BIN_BASENAME,VARCHAR,GLOBAL,NULL,"The full path of the binary log file names, excluding the extension.",NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
YES,<blank>,<blank>,NULL,SSL_CRL,VARCHAR,GLOBAL,NULL,"CRL file in PEM format (check OpenSSL docs, implies --ssl)",NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
YES,/var/lib/mysql/,/var/lib/mysql/,NULL,WSREP_DATA_HOME_DIR,VARCHAR,GLOBAL,NULL,home directory for wsrep provider,NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
YES,0,0,NULL,INNODB_FORCE_RECOVERY,BIGINT UNSIGNED,GLOBAL,NULL,"Helps to save your data in case the disk image of the database becomes corrupt. Value 5 can return bogus data, and 6 can permanently corrupt data.",NULL,6,0,0,COMPILE-TIME,REQUIRED
YES,YES,NULL,NULL,HAVE_DYNAMIC_LOADING,VARCHAR,GLOBAL,NULL,"If the server supports dynamic loading of plugins, will be set to YES, otherwise will be set to NO.",NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
YES,80,80,NULL,PERFORMANCE_SCHEMA_MAX_FILE_CLASSES,BIGINT UNSIGNED,GLOBAL,NULL,Maximum number of file instruments.,NULL,256,0,1,COMPILE-TIME,REQUIRED
YES,-1,-1,NULL,PERFORMANCE_SCHEMA_MAX_METADATA_LOCKS,BIGINT,GLOBAL,NULL,"Maximum number of metadata locks. Use 0 to disable, -1 for automated scaling.",NULL,104857600,-1,1,COMPILE-TIME,REQUIRED
YES,320,320,NULL,PERFORMANCE_SCHEMA_MAX_MEMORY_CLASSES,BIGINT UNSIGNED,GLOBAL,NULL,Maximum number of memory pool instruments.,NULL,1024,0,1,COMPILE-TIME,REQUIRED
YES,OFF,OFF,NULL,IGNORE_BUILTIN_INNODB,BOOLEAN,GLOBAL,"OFF,ON",Disable initialization of builtin InnoDB plugin,NULL,NULL,NULL,NULL,COMPILE-TIME,OPTIONAL
YES,MariaDB Server,NULL,NULL,VERSION_COMMENT,VARCHAR,GLOBAL,NULL,"Value of the COMPILATION_COMMENT option specified by CMake when building MariaDB, for example mariadb.org binary distribution.",NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
YES,0,0,NULL,ARIA_FORCE_START_AFTER_RECOVERY_FAILURES,BIGINT UNSIGNED,GLOBAL,NULL,Number of consecutive log recovery failures after which logs will be automatically deleted to cure the problem; 0 (the default) disables the feature.,NULL,255,0,1,COMPILE-TIME,REQUIRED
YES,YES,NULL,NULL,HAVE_QUERY_CACHE,VARCHAR,GLOBAL,NULL,"If the server supports the query cache, will be set to YES, otherwise will be set to NO.",NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
YES,1024,1024,NULL,PERFORMANCE_SCHEMA_MAX_SQL_TEXT_LENGTH,BIGINT,GLOBAL,NULL,Maximum length of displayed sql text.,NULL,1048576,0,1,COMPILE-TIME,REQUIRED
YES,/usr/lib64/mysql/plugin/,<blank>,NULL,PLUGIN_DIR,VARCHAR,GLOBAL,NULL,Directory for plugins,NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
YES,-1,-1,NULL,PERFORMANCE_SCHEMA_MAX_FILE_INSTANCES,BIGINT,GLOBAL,NULL,"Maximum number of instrumented files. Use 0 to disable, -1 for automated sizing.",NULL,1048576,-1,1,COMPILE-TIME,REQUIRED
YES,10,10,NULL,PERFORMANCE_SCHEMA_MAX_SOCKET_CLASSES,BIGINT UNSIGNED,GLOBAL,NULL,Maximum number of socket instruments.,NULL,256,0,1,COMPILE-TIME,REQUIRED
YES,YES,NULL,NULL,HAVE_GEOMETRY,VARCHAR,GLOBAL,NULL,"If the server supports spatial data types, will be set to YES, otherwise will be set to NO.",NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
YES,8,8,NULL,METADATA_LOCKS_HASH_INSTANCES,BIGINT UNSIGNED,GLOBAL,NULL,Unused,NULL,1024,1,1,COMPILE-TIME,REQUIRED
YES,-1,-1,NULL,PERFORMANCE_SCHEMA_MAX_SOCKET_INSTANCES,BIGINT,GLOBAL,NULL,"Maximum number of opened instrumented sockets. Use 0 to disable, -1 for automated sizing.",NULL,1048576,-1,1,COMPILE-TIME,REQUIRED
YES,/var/lib/mysql/ss0112.pid,<blank>,NULL,PID_FILE,VARCHAR,GLOBAL,NULL,Pid file used by safe_mysqld,NULL,NULL,NULL,NULL,AUTO,REQUIRED
YES,"TLSv1.2,TLSv1.3","TLSv1.2,TLSv1.3",NULL,TLS_VERSION,SET,GLOBAL,"TLSv1.0,TLSv1.1,TLSv1.2,TLSv1.3",TLS protocol version for secure connections.,NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
YES,3306,0,NULL,PORT,INT UNSIGNED,GLOBAL,NULL,"Port number to use for connection or 0 to default to, my.cnf, $MYSQL_TCP_PORT, /etc/services, built-in default (3306), whatever comes first",NULL,65535,0,1,AUTO,REQUIRED
YES,/home/mysqltmp,<blank>,NULL,TMPDIR,VARCHAR,GLOBAL,NULL,"Path for temporary files. Several paths may be specified, separated by a colon (:), in this case they are used in a round-robin fashion",NULL,NULL,NULL,NULL,CONFIG,REQUIRED
YES,utf8mb3,NULL,NULL,CHARACTER_SET_SYSTEM,ENUM,GLOBAL,NULL,The character set used by the server for storing identifiers,NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
YES,1024,1024,NULL,MYISAM_BLOCK_SIZE,BIGINT UNSIGNED,GLOBAL,NULL,Block size to be used for MyISAM index pages,NULL,16384,1024,1024,COMPILE-TIME,REQUIRED
YES,OFF,OFF,NULL,ENCRYPT_TMP_FILES,BOOLEAN,GLOBAL,"OFF,ON","Encrypt temporary files (created for filesort, binary log cache, etc)",NULL,NULL,NULL,NULL,COMPILE-TIME,OPTIONAL
YES,OFF,NULL,NULL,LOWER_CASE_FILE_SYSTEM,BOOLEAN,GLOBAL,"OFF,ON",Case sensitivity of file names on the file system where the data directory is located,NULL,NULL,NULL,NULL,AUTO,NULL
YES,OFF,NULL,NULL,LOCKED_IN_MEMORY,BOOLEAN,GLOBAL,"OFF,ON",Whether mysqld was locked in memory with --memlock,NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
YES,OFF,OFF,NULL,LOG_SLAVE_UPDATES,BOOLEAN,GLOBAL,"OFF,ON",Tells the slave to log the updates from the slave thread to the binary log. You will need to turn it on if you plan to daisy-chain the slaves.,NULL,NULL,NULL,NULL,COMPILE-TIME,OPTIONAL
YES,GPL,NULL,NULL,LICENSE,VARCHAR,GLOBAL,NULL,The type of license the server has,NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
YES,NULL,NULL,<blank>,EXTERNAL_USER,VARCHAR,SESSION ONLY,NULL,The external user account used when logging in,NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
YES,OFF,<blank>,NULL,SLAVE_SKIP_ERRORS,VARCHAR,GLOBAL,NULL,Tells the slave thread to continue replication when a query event returns an error from the provided list,NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
YES,one-thread-per-connection,one-thread-per-connection,NULL,THREAD_HANDLING,ENUM,GLOBAL,"one-thread-per-connection,no-threads,pool-of-threads",Define threads usage for handling queries,NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
YES,0,0,NULL,LOWER_CASE_TABLE_NAMES,INT UNSIGNED,GLOBAL,NULL,If set to 1 table names are stored in lowercase on disk and table names will be case-insensitive.  Should be set to 2 if you are using a case insensitive file system,NULL,2,0,1,COMPILE-TIME,OPTIONAL
YES,OFF,OFF,NULL,SKIP_NETWORKING,BOOLEAN,GLOBAL,"OFF,ON",Don't allow connection with TCP/IP,NULL,NULL,NULL,NULL,COMPILE-TIME,OPTIONAL
YES,16777216,16777216,NULL,INNODB_LOG_BUFFER_SIZE,BIGINT UNSIGNED,GLOBAL,NULL,The size of the buffer which InnoDB uses to write log to the log files on disk.,NULL,9223372036854775807,262144,1024,COMPILE-TIME,REQUIRED
YES,1024,1024,NULL,METADATA_LOCKS_CACHE_SIZE,BIGINT UNSIGNED,GLOBAL,NULL,Unused,NULL,1048576,1,1,COMPILE-TIME,REQUIRED
YES,ss0112.hostingcare.net,NULL,NULL,HOSTNAME,VARCHAR,GLOBAL,NULL,Server host name,NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
YES,YES,NULL,NULL,HAVE_COMPRESS,VARCHAR,GLOBAL,NULL,"If the zlib compression library is accessible to the server, this will be set to YES, otherwise it will be NO. The COMPRESS() and UNCOMPRESS() functions will only be available if set to YES.",NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
YES,ON,ON,NULL,INNODB_USE_ATOMIC_WRITES,BOOLEAN,GLOBAL,"OFF,ON","Enable atomic writes, instead of using the doublewrite buffer, for files on devices that supports atomic writes.",NULL,NULL,NULL,NULL,COMPILE-TIME,NONE
YES,ON,ON,NULL,INNODB_DOUBLEWRITE,BOOLEAN,GLOBAL,"OFF,ON",Enable InnoDB doublewrite buffer (enabled by default). Disable with --skip-innodb-doublewrite.,NULL,NULL,NULL,NULL,COMPILE-TIME,NONE
YES,3306,0,NULL,REPORT_PORT,INT UNSIGNED,GLOBAL,NULL,"Port for connecting to slave reported to the master during slave registration. Set it only if the slave is listening on a non-default port or if you have a special tunnel from the master or other clients to the slave. If not sure, leave this option unset",NULL,4294967295,0,1,AUTO,REQUIRED
YES,ON,ON,NULL,INNODB_USE_NATIVE_AIO,BOOLEAN,GLOBAL,"OFF,ON",Use native AIO if supported on this platform.,NULL,NULL,NULL,NULL,COMPILE-TIME,NONE
YES,0,0,NULL,INNODB_UNDO_TABLESPACES,BIGINT UNSIGNED,GLOBAL,NULL,Number of undo tablespaces to use.,NULL,127,0,0,COMPILE-TIME,REQUIRED
YES,%Y-%m-%d,%Y-%m-%d,NULL,DATE_FORMAT,VARCHAR,GLOBAL,NULL,The DATE format (ignored),NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
YES,3,3,NULL,INNODB_FT_MIN_TOKEN_SIZE,BIGINT UNSIGNED,GLOBAL,NULL,InnoDB Fulltext search minimum token size in characters,NULL,16,0,0,COMPILE-TIME,REQUIRED
YES,/usr/share/mysql/charsets/,<blank>,NULL,CHARACTER_SETS_DIR,VARCHAR,GLOBAL,NULL,Directory where character sets are,NULL,NULL,NULL,NULL,AUTO,REQUIRED
YES,1024,1024,NULL,PERFORMANCE_SCHEMA_MAX_DIGEST_LENGTH,BIGINT,GLOBAL,NULL,"Maximum length considered for digest text, when stored in performance_schema tables.",NULL,1048576,0,1,COMPILE-TIME,REQUIRED
YES,ibtmp1:12M:autoextend,ibtmp1:12M:autoextend,NULL,INNODB_TEMP_DATA_FILE_PATH,VARCHAR,GLOBAL,NULL,Path to files and their sizes making temp-tablespace.,NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
YES,/var/lib/mysql/ss0112.hostingcare.net.err,0,NULL,LOG_ERROR,VARCHAR,GLOBAL,NULL,Log errors to file (instead of stdout).  If file name is not specified then 'datadir'/'log-basename'.err or the 'pid-file' path with extension .err is used,NULL,NULL,NULL,NULL,CONFIG,OPTIONAL
YES,<blank>,<blank>,NULL,SECURE_FILE_PRIV,VARCHAR,GLOBAL,NULL,"Limit LOAD DATA, SELECT ... OUTFILE, and LOAD_FILE() to files within specified directory",NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
YES,80000,0,NULL,OPEN_FILES_LIMIT,BIGINT UNSIGNED,GLOBAL,NULL,"If this is not 0, then mysqld will use this value to reserve file descriptors to use with setrlimit(). If this value is 0 or autoset then mysqld will reserve max_connections*5 or max_connections + table_cache*2 (whichever is larger) number of file descriptors",NULL,4294967295,0,1,CONFIG,REQUIRED
YES,<blank>,NULL,NULL,RELAY_LOG_BASENAME,VARCHAR,GLOBAL,NULL,"The full path of the relay log file names, excluding the extension.",NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
YES,ON,ON,NULL,BINLOG_OPTIMIZE_THREAD_SCHEDULING,BOOLEAN,GLOBAL,"OFF,ON","Run fast part of group commit in a single thread, to optimize kernel thread scheduling. On by default. Disable to run each transaction in group commit in its own thread, which can be slower at very high concurrency. This option is mostly for testing one algorithm versus the other, and it should not normally be necessary to change it.",NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
YES,%H:%i:%s,%H:%i:%s,NULL,TIME_FORMAT,VARCHAR,GLOBAL,NULL,The TIME format (ignored),NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
YES,OFF,OFF,NULL,ENCRYPT_BINLOG,BOOLEAN,GLOBAL,"OFF,ON",Encrypt binary logs (including relay logs),NULL,NULL,NULL,NULL,COMPILE-TIME,OPTIONAL
YES,10,NULL,NULL,PROTOCOL_VERSION,INT UNSIGNED,GLOBAL,NULL,The version of the client/server protocol used by the MariaDB server,NULL,4294967295,0,1,COMPILE-TIME,NULL
YES,<blank>,<blank>,NULL,RELAY_LOG,VARCHAR,GLOBAL,NULL,The location and name to use for relay logs.,NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
YES,gamma,gamma,NULL,PLUGIN_MATURITY,ENUM,GLOBAL,"unknown,experimental,alpha,beta,gamma,stable",The lowest desirable plugin maturity. Plugins less mature than that will not be installed or loaded,NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
YES,134217728,134217728,NULL,INNODB_BUFFER_POOL_CHUNK_SIZE,BIGINT UNSIGNED,GLOBAL,NULL,Size of a single memory chunk for resizing buffer pool. Online buffer pool resizing happens at this granularity. 0 means disable resizing buffer pool.,NULL,9223372036854775807,1048576,1048576,COMPILE-TIME,REQUIRED
YES,4,4,NULL,INNODB_PURGE_THREADS,INT UNSIGNED,GLOBAL,NULL,Number of tasks for purging transaction history,NULL,32,1,0,COMPILE-TIME,OPTIONAL
YES,YES,NULL,NULL,HAVE_CRYPT,VARCHAR,GLOBAL,NULL,"If the crypt() system call is available this variable will be set to YES, otherwise it will be set to NO. If set to NO, the ENCRYPT() function cannot be used.",NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
YES,134217728,134217728,NULL,ARIA_PAGECACHE_BUFFER_SIZE,BIGINT UNSIGNED,GLOBAL,NULL,The size of the buffer used for index blocks for Aria tables. Increase this to get better index handling (for all reads and multiple writes) to as much as you can afford.,NULL,18446744073709551615,131072,1,COMPILE-TIME,REQUIRED
YES,YES,NULL,NULL,HAVE_OPENSSL,VARCHAR,GLOBAL,NULL,"Comparing have_openssl with have_ssl will indicate whether YaSSL or openssl was used. If YaSSL, have_ssl will be YES, but have_openssl will be NO.",NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
YES,<blank>,<blank>,NULL,SSL_CRLPATH,VARCHAR,GLOBAL,NULL,"CRL directory (check OpenSSL docs, implies --ssl)",NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
YES,YES,NULL,NULL,HAVE_PROFILING,VARCHAR,GLOBAL,NULL,"If statement profiling is available, will be set to YES, otherwise will be set to NO. See SHOW PROFILES and SHOW PROFILE.",NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
YES,x86_64,NULL,NULL,VERSION_COMPILE_MACHINE,VARCHAR,GLOBAL,NULL,"The machine type or architecture MariaDB was built on, for example i686.",NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
YES,<blank>,NULL,NULL,RELAY_LOG_INDEX,VARCHAR,GLOBAL,NULL,The location and name to use for the file that keeps a list of the last relay logs.,NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
YES,<blank>,<blank>,NULL,WSREP_NOTIFY_CMD,VARCHAR,GLOBAL,NULL,<blank>,NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
YES,600,600,NULL,INNODB_FATAL_SEMAPHORE_WAIT_THRESHOLD,BIGINT UNSIGNED,GLOBAL,NULL,Maximum number of seconds that semaphore times out in InnoDB.,NULL,4294967295,1,0,COMPILE-TIME,REQUIRED
YES,299008,299008,NULL,THREAD_STACK,BIGINT UNSIGNED,GLOBAL,NULL,The stack size for each thread,NULL,18446744073709551615,131072,1024,COMPILE-TIME,REQUIRED
YES,2,2,NULL,INNODB_FT_SORT_PLL_DEGREE,BIGINT UNSIGNED,GLOBAL,NULL,"InnoDB Fulltext search parallel sort degree, will round up to nearest power of 2 number",NULL,16,1,0,COMPILE-TIME,REQUIRED
YES,0,0,NULL,EXTRA_PORT,INT UNSIGNED,GLOBAL,NULL,Extra port number to use for tcp connections in a one-thread-per-connection manner. 0 means don't use another port,NULL,65535,0,1,COMPILE-TIME,REQUIRED
YES,8192,8192,NULL,ARIA_BLOCK_SIZE,BIGINT UNSIGNED,GLOBAL,NULL,Block size to be used for Aria index pages.,NULL,32768,4096,1024,COMPILE-TIME,REQUIRED
YES,0,0,NULL,RELAY_LOG_SPACE_LIMIT,BIGINT UNSIGNED,GLOBAL,NULL,Maximum space to use for all relay logs,NULL,18446744073709551615,0,1,COMPILE-TIME,REQUIRED
YES,<blank>,<blank>,NULL,INNODB_DATA_HOME_DIR,VARCHAR,GLOBAL,NULL,The common part for InnoDB table spaces.,NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
YES,4,4,NULL,INNODB_READ_IO_THREADS,INT UNSIGNED,GLOBAL,NULL,Number of background read I/O threads in InnoDB.,NULL,64,1,0,COMPILE-TIME,REQUIRED
YES,4,4,NULL,INNODB_WRITE_IO_THREADS,INT UNSIGNED,GLOBAL,NULL,Number of background write I/O threads in InnoDB.,NULL,64,2,0,COMPILE-TIME,REQUIRED
YES,wsrep_26.22,NULL,NULL,WSREP_PATCH_VERSION,VARCHAR,GLOBAL,NULL,"Wsrep patch version, for example wsrep_25.10.",NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
YES,./,<blank>,NULL,INNODB_UNDO_DIRECTORY,VARCHAR,GLOBAL,NULL,"Directory where undo tablespace files live, this path can be absolute.",NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
YES,<blank>,NULL,NULL,GTID_BINLOG_POS,VARCHAR,GLOBAL,NULL,"Last GTID logged to the binary log, per replicationdomain",NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
YES,OFF,OFF,NULL,INNODB_READ_ONLY,BOOLEAN,GLOBAL,"OFF,ON",Start InnoDB in read only mode (off by default),NULL,NULL,NULL,NULL,COMPILE-TIME,OPTIONAL
YES,-1,-1,NULL,PERFORMANCE_SCHEMA_MAX_TABLE_INSTANCES,BIGINT,GLOBAL,NULL,"Maximum number of instrumented tables. Use 0 to disable, -1 for automated sizing.",NULL,1048576,-1,1,COMPILE-TIME,REQUIRED
YES,<blank>,<blank>,NULL,SSL_CIPHER,VARCHAR,GLOBAL,NULL,SSL cipher to use (implies --ssl),NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
YES,none,none,NULL,WSREP_PROVIDER,VARCHAR,GLOBAL,NULL,Path to replication provider library,NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
YES,ON,NULL,NULL,SKIP_EXTERNAL_LOCKING,BOOLEAN,GLOBAL,"OFF,ON",Don't use system (external) locking,NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
YES,<blank>,<blank>,NULL,IGNORE_DB_DIRS,VARCHAR,GLOBAL,NULL,Specifies a directory to add to the ignore list when collecting database names from the datadir. Put a blank argument to reset the list accumulated so far.,NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
YES,16384,16384,NULL,INNODB_PAGE_SIZE,BIGINT UNSIGNED,GLOBAL,NULL,Page size to use for all InnoDB tablespaces.,NULL,65536,4096,0,COMPILE-TIME,OPTIONAL
YES,%Y-%m-%d %H:%i:%s,%Y-%m-%d %H:%i:%s,NULL,DATETIME_FORMAT,VARCHAR,GLOBAL,NULL,The DATETIME format (ignored),NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
YES,-1,-1,NULL,PERFORMANCE_SCHEMA_EVENTS_STATEMENTS_HISTORY_LONG_SIZE,BIGINT,GLOBAL,NULL,"Number of rows in EVENTS_STATEMENTS_HISTORY_LONG. Use 0 to disable, -1 for automated sizing.",NULL,1048576,-1,1,COMPILE-TIME,REQUIRED
YES,<blank>,<blank>,NULL,REPORT_USER,VARCHAR,GLOBAL,NULL,The account user name of the slave to be reported to the master during slave registration,NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
YES,"1158,1159,1160,1161,1205,1213,1020,1429,2013,12701",<blank>,NULL,SLAVE_TRANSACTION_RETRY_ERRORS,VARCHAR,GLOBAL,NULL,"Tells the slave thread to retry transaction for replication when a query event returns an error from the provided list. Deadlock error, elapsed lock wait timeout, net read error, net read timeout, net write error, net write timeout, connect error and 2 types of lost connection error are automatically added to this list",NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
YES,YES,NULL,NULL,HAVE_RTREE_KEYS,VARCHAR,GLOBAL,NULL,"If RTREE indexes (used for spatial indexes) are available, will be set to YES, otherwise will be set to NO.",NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
YES,CEST,NULL,NULL,SYSTEM_TIME_ZONE,VARCHAR,GLOBAL,NULL,The server system time zone,NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
YES,<blank>,<blank>,NULL,SSL_CERT,VARCHAR,GLOBAL,NULL,X509 cert in PEM format (implies --ssl),NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
YES,<blank>,<blank>,NULL,SSL_CAPATH,VARCHAR,GLOBAL,NULL,"CA directory (check OpenSSL docs, implies --ssl)",NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
YES,NULL,NULL,<blank>,LAST_GTID,VARCHAR,SESSION ONLY,NULL,"The GTID of the last commit (if binlogging was enabled), or the empty string if none.",NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
YES,-1,-1,NULL,PERFORMANCE_SCHEMA_MAX_TABLE_HANDLES,BIGINT,GLOBAL,NULL,"Maximum number of opened instrumented tables. Use 0 to disable, -1 for automated sizing.",NULL,1048576,-1,1,COMPILE-TIME,REQUIRED
YES,NULL,NULL,0,WARNING_COUNT,BIGINT UNSIGNED,SESSION ONLY,NULL,"The number of errors, warnings, and notes that resulted from the last statement that generated messages",NULL,18446744073709551615,0,1,COMPILE-TIME,NULL
YES,<blank>,<blank>,NULL,INIT_FILE,VARCHAR,GLOBAL,NULL,Read SQL commands from this file at startup,NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
YES,NULL,NULL,0,ERROR_COUNT,BIGINT UNSIGNED,SESSION ONLY,NULL,The number of errors that resulted from the last statement that generated messages,NULL,18446744073709551615,0,1,COMPILE-TIME,NULL
YES,/home/mysqltmp,<blank>,NULL,SLAVE_LOAD_TMPDIR,VARCHAR,GLOBAL,NULL,The location where the slave should put its temporary files when replicating a LOAD DATA INFILE command,NULL,NULL,NULL,NULL,AUTO,REQUIRED
YES,OFF,OFF,NULL,SKIP_SHOW_DATABASE,BOOLEAN,GLOBAL,"OFF,ON",Don't allow 'SHOW DATABASE' commands,NULL,NULL,NULL,NULL,COMPILE-TIME,OPTIONAL
YES,24576,24576,NULL,LOG_TC_SIZE,BIGINT UNSIGNED,GLOBAL,NULL,Size of transaction coordinator log.,NULL,18446744073709551615,12288,4096,AUTO,REQUIRED
YES,18446744073709551615,18446744073709551615,NULL,MYISAM_MMAP_SIZE,BIGINT UNSIGNED,GLOBAL,NULL,Restricts the total memory used for memory mapping of MySQL tables,NULL,18446744073709551615,7,1,COMPILE-TIME,REQUIRED
YES,/var/lib/mysql/,/var/lib/mysql/,NULL,ARIA_LOG_DIR_PATH,VARCHAR,GLOBAL,NULL,Path to the directory where to store transactional log,NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
YES,Linux,NULL,NULL,VERSION_COMPILE_OS,VARCHAR,GLOBAL,NULL,"Operating system that MariaDB was built on, for example debian-linux-gnu.",NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
YES,ON,ON,NULL,INNODB_BUFFER_POOL_LOAD_AT_STARTUP,BOOLEAN,GLOBAL,"OFF,ON",Load the buffer pool from a file named @@innodb_buffer_pool_filename,NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
YES,10.6.21-MariaDB-cll-lve,NULL,NULL,VERSION,VARCHAR,GLOBAL,NULL,"Server version number. It may also include a suffix with configuration or build information. -debug indicates debugging support was enabled on the server, and -log indicates at least one of the binary log, general log or slow query log are enabled, for example 10.1.1-MariaDB-mariadb1precise-log.",NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
YES,2000,0,NULL,INNODB_OPEN_FILES,BIGINT UNSIGNED,GLOBAL,NULL,How many files at the maximum InnoDB keeps open at the same time.,NULL,9223372036854775807,0,0,COMPILE-TIME,REQUIRED
YES,OFF,OFF,NULL,DEBUG_NO_THREAD_ALARM,BOOLEAN,GLOBAL,"OFF,ON","Disable system thread alarm calls. Disabling it may be useful in debugging or testing, never do it in production",NULL,NULL,NULL,NULL,COMPILE-TIME,OPTIONAL
YES,OFF,OFF,NULL,SKIP_NAME_RESOLVE,BOOLEAN,GLOBAL,"OFF,ON",Don't resolve hostnames. All hostnames are IP's or 'localhost'.,NULL,NULL,NULL,NULL,COMPILE-TIME,OPTIONAL
YES,84,84,NULL,INNODB_FT_MAX_TOKEN_SIZE,BIGINT UNSIGNED,GLOBAL,NULL,InnoDB Fulltext search maximum token size in characters,NULL,84,10,0,COMPILE-TIME,REQUIRED
